Starttid;Sluttid;Energi_KWh;Dygnsmedel;Bergsvärme
2019-11-13 00:00;2019-11-13 23:59;38;-8.3;1
2019-11-14 00:00;2019-11-14 23:59;40;-8.6;1
2019-11-15 00:00;2019-11-15 23:59;47;-12.0;1
2019-11-16 00:00;2019-11-16 23:59;53;-11.4;1
2019-11-17 00:00;2019-11-17 23:59;43;-8.4;1
2019-11-18 00:00;2019-11-18 23:59;48;-4.2;1
2019-11-19 00:00;2019-11-19 23:59;39;1.2;1
2019-11-20 00:00;2019-11-20 23:59;37;0.2;1
2019-11-21 00:00;2019-11-21 23:59;41;-7.1;1
2019-11-22 00:00;2019-11-22 23:59;38;-11.4;1
2019-11-23 00:00;2019-11-23 23:59;36;-3.6;1
2019-11-24 00:00;2019-11-24 23:59;34;-4.0;1
2019-11-25 00:00;2019-11-25 23:59;41;0.4;1
2019-11-26 00:00;2019-11-26 23:59;45;2.1;1
2019-11-27 00:00;2019-11-27 23:59;48;-1.1;1
2019-11-28 00:00;2019-11-28 23:59;51;0.5;1
2019-11-29 00:00;2019-11-29 23:59;55;0.9;1
2019-11-30 00:00;2019-11-30 23:59;57;0.8;1
2019-12-01 00:00;2019-12-01 23:59;45;0.3;1
2019-12-02 00:00;2019-12-02 23:59;43;-4.0;1
2019-12-03 00:00;2019-12-03 23:59;47;-8.6;1
2019-12-04 00:00;2019-12-04 23:59;34;-8.7;1
2019-12-05 00:00;2019-12-05 23:59;35;-11.5;1
2019-12-06 00:00;2019-12-06 23:59;41;-10.4;1
2019-12-07 00:00;2019-12-07 23:59;50;-6.2;1
2019-12-08 00:00;2019-12-08 23:59;52;-1.9;1
2019-12-09 00:00;2019-12-09 23:59;44;-3.3;1
2019-12-10 00:00;2019-12-10 23:59;53;2.1;1
2019-12-11 00:00;2019-12-11 23:59;44;0.8;1
2019-12-12 00:00;2019-12-12 23:59;39;-4.1;1
2019-12-13 00:00;2019-12-13 23:59;39;-8.4;1
2019-12-14 00:00;2019-12-14 23:59;38;-11.5;1
2019-12-15 00:00;2019-12-15 23:59;39;-6.2;1
2019-12-16 00:00;2019-12-16 23:59;36;-11.7;1
2019-12-17 00:00;2019-12-17 23:59;40;-2.5;1
2019-12-18 00:00;2019-12-18 23:59;56;0.7;1
2019-12-19 00:00;2019-12-19 23:59;55;0.6;1
2019-12-20 00:00;2019-12-20 23:59;51;0.8;1
2019-12-21 00:00;2019-12-21 23:59;48;0.4;1
2019-12-22 00:00;2019-12-22 23:59;46;-0.1;1
2019-12-23 00:00;2019-12-23 23:59;45;-2.7;1
2019-12-24 00:00;2019-12-24 23:59;46;-11.6;1
2019-12-25 00:00;2019-12-25 23:59;43;-12.9;1
2019-12-26 00:00;2019-12-26 23:59;45;-8.8;1
2019-12-27 00:00;2019-12-27 23:59;54;-3.1;1
2019-12-28 00:00;2019-12-28 23:59;52;-0.9;1
2019-12-29 00:00;2019-12-29 23:59;39;-0.9;1
2019-12-30 00:00;2019-12-30 23:59;34;-2.5;1
2019-12-31 00:00;2019-12-31 23:59;39;-2.6;1
2020-01-01 00:00;2020-01-01 23:59;36;-2.4;1
2020-01-02 00:00;2020-01-02 23:59;35;-10.4;1
2020-01-03 00:00;2020-01-03 23:59;35;-9.1;1
2020-01-04 00:00;2020-01-04 23:59;41;-1.6;1
2020-01-05 00:00;2020-01-05 23:59;49;0.7;1
2020-01-06 00:00;2020-01-06 23:59;44;-4.6;1
2020-01-07 00:00;2020-01-07 23:59;37;-1.9;1
2020-01-08 00:00;2020-01-08 23:59;35;2.4;1
2020-01-09 00:00;2020-01-09 23:59;36;0.9;1
2020-01-10 00:00;2020-01-10 23:59;41;-2.5;1
2020-01-11 00:00;2020-01-11 23:59;39;-7.7;1
2020-01-12 00:01;2020-01-12 23:58;43;-3.6;1
2020-01-13 00:00;2020-01-13 23:59;42;-0.4;1
2020-01-14 00:00;2020-01-14 23:38;38;1.2;1
2020-01-15 00:47;2020-01-15 23:59;40;0.2;1
2020-01-16 00:00;2020-01-16 23:59;41;-3.9;1
2020-01-17 00:00;2020-01-17 23:59;47;-3.6;1
2020-01-18 00:00;2020-01-18 23:59;52;-2.1;1
2020-01-19 00:00;2020-01-19 23:59;46;-4.4;1
2020-01-20 00:00;2020-01-20 23:59;39;-1.6;1
2020-01-21 00:00;2020-01-21 23:59;39;-2.6;1
2020-01-22 00:00;2020-01-22 23:59;43;-7.0;1
2020-01-23 00:00;2020-01-23 23:59;42;-8.0;1
2020-01-24 00:00;2020-01-24 23:59;42;-6.5;1
2020-01-25 00:00;2020-01-25 23:59;45;-5.3;1
2020-01-26 00:00;2020-01-26 23:59;50;-1.2;1
2020-01-27 00:00;2020-01-27 23:59;50;1.0;1
2020-01-28 00:00;2020-01-28 23:59;49;-3.2;1
2020-01-29 00:00;2020-01-29 23:59;46;-5.5;1
2020-01-30 00:00;2020-01-30 23:59;43;-2.8;1
2020-01-31 00:00;2020-01-31 23:59;42;-9.0;1
2020-02-01 00:00;2020-02-01 23:59;44;-11.0;1
2020-02-02 00:00;2020-02-02 23:59;38;-11.7;1
2020-02-03 00:00;2020-02-03 23:59;43;-7.8;1
2020-02-04 00:00;2020-02-04 23:59;52;-7.5;1
2020-02-05 00:00;2020-02-05 23:59;50;-4.8;1
2020-02-06 00:00;2020-02-06 23:59;49;-2.2;1
2020-02-07 00:00;2020-02-07 23:59;47;-0.8;1
2020-02-08 00:00;2020-02-08 23:59;46;-2.8;1
2020-02-09 00:00;2020-02-09 23:59;40;-6.1;1
2020-02-10 00:00;2020-02-10 23:59;35;-16.4;1
2020-02-11 00:00;2020-02-11 23:59;39;-13.6;1
2020-02-12 00:00;2020-02-12 23:59;40;-9.8;1
2020-02-13 00:00;2020-02-13 23:59;47;-8.6;1
2020-02-14 00:00;2020-02-14 23:59;49;-6.6;1
2020-02-15 00:00;2020-02-15 23:59;44;-2.3;1
2020-02-16 00:00;2020-02-16 23:59;44;0.9;1
2020-02-17 00:00;2020-02-17 23:59;36;0.0;1
2020-02-18 00:00;2020-02-18 23:59;37;-4.4;1
2020-02-19 00:00;2020-02-19 23:59;43;-7.9;1
2020-02-20 00:00;2020-02-20 23:59;45;-11.6;1
2020-02-21 00:00;2020-02-21 23:59;37;-8.5;1
2020-02-22 00:00;2020-02-22 23:59;40;-3.7;1
2020-02-23 00:00;2020-02-23 23:59;35;-0.7;1
2020-02-24 00:00;2020-02-24 23:59;37;-2.7;1
2020-02-25 00:00;2020-02-25 23:59;42;-5.3;1
2020-02-26 00:00;2020-02-26 23:59;48;-9.7;1
2020-02-27 00:00;2020-02-27 23:59;50;0.2;1
2020-02-28 00:00;2020-02-28 23:59;47;0.7;1
2020-02-29 00:00;2020-02-29 23:59;50;-0.7;1
2020-03-01 00:00;2020-03-01 23:59;51;-0.8;1
2020-03-02 00:00;2020-03-02 23:59;46;-7.9;1
2020-03-03 00:00;2020-03-03 23:59;50;-12.9;1
2020-03-04 00:00;2020-03-04 23:59;43;-15.1;1
2020-03-05 00:00;2020-03-05 23:59;40;-14.6;1
2020-03-06 00:00;2020-03-06 23:59;39;-12.5;1
2020-03-07 00:00;2020-03-07 23:59;44;-7.7;1
2020-03-08 00:00;2020-03-08 23:59;70;-9.8;1
2020-03-09 00:00;2020-03-09 23:59;31;-11.4;1
2020-03-10 00:00;2020-03-10 23:59;31;-8.1;1
2020-03-11 00:00;2020-03-11 23:59;34;-4.3;1
2020-03-12 00:00;2020-03-12 23:59;34;-5.6;1
2020-03-13 00:00;2020-03-13 23:59;40;-4.8;1
2020-03-14 00:00;2020-03-14 23:59;41;-0.7;1
2020-03-15 00:00;2020-03-15 23:59;39;2.4;1
2020-03-16 00:00;2020-03-16 23:59;36;0.4;1
2020-03-17 00:00;2020-03-17 23:59;36;0.1;1
2020-03-18 00:00;2020-03-18 23:59;32;0.7;1
2020-03-19 00:00;2020-03-19 23:59;36;-4.0;1
2020-03-20 00:00;2020-03-20 23:59;35;-6.0;1
2020-03-21 00:00;2020-03-21 23:59;32;-2.0;1
2020-03-22 00:00;2020-03-22 23:59;39;-0.7;1
2020-03-23 00:00;2020-03-23 23:59;33;0.0;1
2020-03-24 00:00;2020-03-24 23:59;29;1.2;1
2020-03-25 00:00;2020-03-25 23:59;27;-2.2;1
2020-03-26 00:00;2020-03-26 23:59;26;-5.5;1
2020-03-27 00:00;2020-03-27 23:59;28;-4.4;1
2020-03-28 00:00;2020-03-28 23:59;36;-3.9;1
2020-03-29 00:00;2020-03-29 23:59;41;0.2;1
2020-03-30 00:00;2020-03-30 23:59;40;2.8;1
2020-03-31 00:00;2020-03-31 23:59;31;3.9;1
2020-04-01 00:00;2020-04-01 23:59;32;2.2;1
2020-04-02 00:00;2020-04-02 23:59;36;3.5;1
2020-04-03 00:00;2020-04-03 23:59;39;0.2;1
2020-04-04 00:01;2020-04-04 23:59;38;-3.4;1
2020-04-05 00:00;2020-04-05 23:59;37;-5.1;1
2020-04-06 00:00;2020-04-06 23:59;35;-0.2;1
2020-04-07 00:00;2020-04-07 23:59;29;-0.7;1
2020-04-08 00:00;2020-04-08 23:59;28;-3.9;1
2020-04-09 00:00;2020-04-09 23:59;28;-2.5;1
2020-04-10 00:01;2020-04-10 23:59;29;-4.0;1
2020-04-11 00:00;2020-04-11 23:59;28;-2.7;1
2020-04-12 00:00;2020-04-12 23:59;31;-0.9;1
2020-04-13 00:01;2020-04-13 23:59;35;2.5;1
2020-04-14 00:00;2020-04-14 23:58;30;4.3;1
2020-04-15 00:00;2020-04-15 23:59;29;2.3;1
2020-04-16 00:00;2020-04-16 23:59;28;0.6;1
2020-04-17 00:00;2020-04-17 23:59;31;-0.2;1
2020-04-18 00:00;2020-04-18 23:59;31;0.0;1
2020-04-19 00:03;2020-04-19 23:59;27;0.0;1
2020-04-20 00:00;2020-04-20 23:59;25;1.1;1
2020-04-21 00:00;2020-04-21 23:59;25;1.1;1
2020-04-22 00:01;2020-04-22 23:59;27;1.7;1
2020-04-23 00:00;2020-04-23 23:59;29;2.7;1
2020-04-24 00:00;2020-04-24 23:59;25;3.6;1
2020-04-25 00:00;2020-04-25 23:59;27;4.3;1
2020-04-26 00:00;2020-04-26 23:59;34;5.9;1
2020-04-27 00:00;2020-04-27 23:59;32;6.2;1
2020-04-28 00:00;2020-04-28 23:59;33;3.9;1
2020-04-29 00:00;2020-04-29 23:59;29;2.9;1
2020-04-30 00:00;2020-04-30 23:59;26;3.1;1
2020-05-01 00:00;2020-05-01 23:59;24;2.9;1
2020-05-02 00:00;2020-05-02 23:57;27;3.4;1
2020-05-03 00:00;2020-05-03 23:59;29;2.4;1
2020-05-04 00:00;2020-05-04 23:59;28;1.9;1
2020-05-05 00:00;2020-05-05 23:59;26;1.6;1
2020-05-06 00:00;2020-05-06 23:59;29;2.2;1
2020-05-07 00:00;2020-05-07 23:59;26;2.3;1
2020-05-08 00:00;2020-05-08 23:59;27;2.8;1
2020-05-09 00:00;2020-05-09 23:59;26;4.7;1
2020-05-10 00:00;2020-05-10 23:59;32;6.0;1
2020-05-11 00:00;2020-05-11 23:58;30;6.9;1
2020-05-12 00:00;2020-05-12 23:59;28;7.0;1
2020-05-13 00:00;2020-05-13 23:59;27;5.3;1
2020-05-14 00:00;2020-05-14 23:59;26;4.2;1
2020-05-15 00:00;2020-05-15 23:59;32;4.7;1
2020-05-16 00:00;2020-05-16 23:59;26;2.9;1
2020-05-17 00:00;2020-05-17 23:59;27;3.6;1
2020-05-18 00:00;2020-05-18 23:59;23;3.8;1
2020-05-19 00:00;2020-05-19 23:59;25;4.5;1
2020-05-20 00:00;2020-05-20 23:58;25;4.8;1
2020-05-21 00:00;2020-05-21 23:59;21;4.5;1
2020-05-22 00:00;2020-05-22 23:59;20;4.2;1
2020-05-23 00:00;2020-05-23 23:59;18;5.8;1
2020-05-24 00:00;2020-05-24 23:59;19;5.3;1
2020-05-25 00:00;2020-05-25 23:59;21;5.1;1
2020-05-26 00:00;2020-05-26 23:59;20;6.7;1
2020-05-27 00:00;2020-05-27 23:58;19;7.5;1
2020-05-28 00:00;2020-05-28 23:59;20;8.5;1
2020-05-29 00:00;2020-05-29 23:59;22;10.3;1
2020-05-30 00:00;2020-05-30 23:59;20;11.1;1
2020-05-31 00:00;2020-05-31 23:59;20;13.6;1
2020-06-01 00:00;2020-06-01 23:59;18;14.3;1
2020-06-02 00:01;2020-06-02 23:59;16;14.0;1
2020-06-03 00:00;2020-06-03 23:59;19;12.1;1
2020-06-04 00:00;2020-06-04 23:59;19;12.0;1
2020-06-05 00:00;2020-06-05 23:59;15;13.0;1
2020-06-06 00:00;2020-06-06 23:59;16;15.1;1
2020-06-07 00:00;2020-06-07 23:59;20;16.7;1
2020-06-08 00:00;2020-06-08 23:59;20;16.0;1
2020-06-09 00:00;2020-06-09 23:59;17;13.5;1
2020-06-10 00:00;2020-06-10 23:59;20;15.2;1
2020-06-11 00:00;2020-06-11 23:59;16;13.9;1
2020-06-12 00:00;2020-06-12 23:59;17;13.6;1
2020-06-13 00:00;2020-06-13 23:59;18;10.9;1
2020-06-14 00:00;2020-06-14 23:59;26;14.2;1
2020-06-15 00:00;2020-06-15 23:59;16;13.2;1
2020-06-16 00:00;2020-06-16 23:59;18;14.7;1
2020-06-17 00:00;2020-06-17 23:59;10;16.4;1
2020-06-18 00:00;2020-06-18 23:59;9;15.7;1
2020-06-19 00:00;2020-06-19 23:59;9;17.3;1
2020-06-20 00:00;2020-06-20 23:59;8;20.6;1
2020-06-21 00:00;2020-06-21 23:59;9;20.2;1
2020-06-22 00:00;2020-06-22 23:59;12;16.4;1
2020-06-23 00:00;2020-06-23 23:59;12;16.8;1
2020-06-24 00:00;2020-06-24 23:59;16;15.9;1
2020-06-25 00:00;2020-06-25 23:59;11;16.9;1
2020-06-26 00:00;2020-06-26 23:59;12;15.8;1
2020-06-27 00:00;2020-06-27 23:59;9;17.5;1
2020-06-28 00:00;2020-06-28 23:59;8;21.8;1
2020-06-29 00:00;2020-06-29 23:59;8;21.2;1
2020-06-30 00:00;2020-06-30 23:59;8;22.1;1
2020-07-01 00:00;2020-07-01 23:59;9;21.7;1
2020-07-02 00:00;2020-07-02 23:59;10;21.4;1
2020-07-03 00:00;2020-07-03 23:59;13;17.6;1
2020-07-04 00:00;2020-07-04 23:59;13;15.4;1
2020-07-05 00:00;2020-07-05 23:59;12;17.3;1
2020-07-06 00:00;2020-07-06 23:59;16;17.4;1
2020-07-07 00:00;2020-07-07 23:59;19;13.7;1
2020-07-08 00:00;2020-07-08 23:59;22;13.4;1
2020-07-09 00:00;2020-07-09 23:59;15;11.3;1
2020-07-10 00:00;2020-07-10 23:59;12;10.9;1
2020-07-11 00:00;2020-07-11 23:59;11;11.4;1
2020-07-12 00:00;2020-07-12 23:59;11;11.4;1
2020-07-13 00:00;2020-07-13 23:59;11;13.1;1
2020-07-14 00:00;2020-07-14 23:59;11;13.3;1
2020-07-15 00:00;2020-07-15 23:59;9;14.1;1
2020-07-16 00:00;2020-07-16 23:59;10;13.1;1
2020-07-17 00:00;2020-07-17 23:59;9;14.0;1
2020-07-18 00:00;2020-07-18 23:59;10;14.8;1
2020-07-19 00:00;2020-07-19 23:59;12;13.6;1
2020-07-20 00:03;2020-07-20 23:59;19;13.8;1
2020-07-21 00:00;2020-07-21 23:59;14;15.1;1
2020-07-22 00:00;2020-07-22 23:59;13;16.8;1
2020-07-23 00:00;2020-07-23 23:59;18;17.7;1
2020-07-24 00:00;2020-07-24 23:59;15;19.8;1
2020-07-25 00:00;2020-07-25 23:59;12;19.1;1
2020-07-26 00:00;2020-07-26 23:59;11;18.9;1
2020-07-27 00:00;2020-07-27 23:59;9;18.0;1
2020-07-28 00:00;2020-07-28 23:59;9;14.3;1
2020-07-29 00:00;2020-07-29 23:59;10;13.2;1
2020-07-30 00:00;2020-07-30 23:59;10;Nan;1
2020-07-31 00:00;2020-07-31 23:59;14;Nan;1
2020-08-01 00:00;2020-08-01 23:59;12;Nan;1
2020-08-02 00:00;2020-08-02 23:59;16;Nan;1
2020-08-03 00:00;2020-08-03 23:59;13;Nan;1
2020-08-04 00:00;2020-08-04 23:59;13;16.1;1
2020-08-05 00:00;2020-08-05 23:59;14;14.8;1
2020-08-06 00:00;2020-08-06 23:59;13;15.4;1
2020-08-07 00:00;2020-08-07 23:59;12;15.9;1
2020-08-08 00:00;2020-08-08 23:59;12;15.4;1
2020-08-09 00:00;2020-08-09 23:59;14;14.2;1
2020-08-10 00:00;2020-08-10 23:59;12;14.5;1
2020-08-11 00:00;2020-08-11 23:59;12;15.9;1
2020-08-12 00:00;2020-08-12 23:59;14;15.8;1
2020-08-13 00:00;2020-08-13 23:59;15;17.4;1
2020-08-14 00:00;2020-08-14 23:59;13;18.2;1
2020-08-15 00:00;2020-08-15 23:59;13;17.7;1
2020-08-16 00:00;2020-08-16 23:59;14;15.3;1
2020-08-17 00:00;2020-08-17 23:59;16;14.6;1
2020-08-18 00:00;2020-08-18 23:59;15;15.2;1
2020-08-19 00:00;2020-08-19 23:59;16;14.8;1
2020-08-20 00:00;2020-08-20 23:59;14;17.9;1
2020-08-21 00:00;2020-08-21 23:59;12;16.8;1
2020-08-22 00:00;2020-08-22 23:59;13;14.5;1
2020-08-23 00:00;2020-08-23 23:59;11;12.6;1
2020-08-24 00:00;2020-08-24 23:59;14;11.3;1
2020-08-25 00:00;2020-08-25 23:59;16;15.0;1
2020-08-26 00:00;2020-08-26 23:59;16;15.9;1
2020-08-27 00:00;2020-08-27 23:59;14;17.4;1
2020-08-28 00:00;2020-08-28 23:59;10;17.0;1
2020-08-29 00:00;2020-08-29 23:59;8;17.0;1
2020-08-30 00:00;2020-08-30 23:58;13;12.2;1
2020-08-31 00:00;2020-08-31 23:59;14;11.0;1
2020-09-01 00:00;2020-09-01 23:59;12;10.2;1
2020-09-02 00:00;2020-09-02 23:59;15;9.5;1
2020-09-03 00:00;2020-09-03 23:59;14;9.0;1
2020-09-04 00:00;2020-09-04 23:59;13;11.9;1
2020-09-05 00:00;2020-09-05 23:59;18;9.8;1
2020-09-06 00:00;2020-09-06 23:59;17;10.3;1
2020-09-07 00:00;2020-09-07 23:59;14;9.2;1
2020-09-08 00:00;2020-09-08 23:59;12;11.0;1
2020-09-09 00:00;2020-09-09 23:59;15;12.1;1
2020-09-10 00:00;2020-09-10 23:59;14;14.4;1
2020-09-11 00:00;2020-09-11 23:59;14;13.6;1
2020-09-12 00:00;2020-09-12 23:59;14;11.7;1
2020-09-13 00:00;2020-09-13 23:59;15;11.7;1
2020-09-14 00:00;2020-09-14 23:59;15;11.6;1
2020-09-15 00:00;2020-09-15 23:59;14;10.2;1
2020-09-16 00:00;2020-09-16 23:59;20;9.3;1
2020-09-17 00:00;2020-09-17 23:59;19;8.2;1
2020-09-18 00:00;2020-09-18 23:59;14;10.8;1
2020-09-19 00:00;2020-09-19 23:59;11;9.7;1
2020-09-20 00:00;2020-09-20 23:59;16;10.1;1
2020-09-21 00:00;2020-09-21 23:59;18;8.4;1
2020-09-22 00:00;2020-09-22 23:59;21;6.5;1
2020-09-23 00:00;2020-09-23 23:59;28;6.9;1
2020-09-24 00:00;2020-09-24 23:59;29;9.1;1
2020-09-25 00:00;2020-09-25 23:59;23;9.1;1
2020-09-26 00:00;2020-09-26 23:59;28;6.6;1
2020-09-27 00:00;2020-09-27 23:59;28;9.4;1
2020-09-28 00:00;2020-09-28 23:59;23;8.0;1
2020-09-29 00:00;2020-09-29 23:59;24;8.9;1
2020-09-30 00:00;2020-09-30 23:59;26;8.6;1
2020-10-01 00:00;2020-10-01 23:59;23;11.3;1
2020-10-02 00:00;2020-10-02 23:59;27;6.8;1
2020-10-03 00:00;2020-10-03 23:59;24;6.4;1
2020-10-04 00:00;2020-10-04 23:59;31;7.9;1
2020-10-05 00:00;2020-10-05 23:59;24;8.7;1
2020-10-06 00:00;2020-10-06 23:59;24;9.6;1
2020-10-07 00:00;2020-10-07 23:59;27;10.3;1
2020-10-08 00:00;2020-10-08 23:59;22;9.7;1
2020-10-09 00:00;2020-10-09 23:59;22;8.6;1
2020-10-10 00:00;2020-10-10 23:59;21;8.2;1
2020-10-11 00:00;2020-10-11 23:59;24;8.4;1
2020-10-12 00:00;2020-10-12 23:59;25;10.3;1
2020-10-13 00:00;2020-10-13 23:59;26;10.6;1
2020-10-14 00:00;2020-10-14 23:59;28;10.5;1
2020-10-15 00:00;2020-10-15 23:59;32;10.0;1
2020-10-16 00:00;2020-10-16 23:59;30;8.8;1
2020-10-17 00:00;2020-10-17 23:59;36;7.4;1
2020-10-18 00:00;2020-10-18 23:59;34;7.4;1
2020-10-19 00:00;2020-10-19 23:59;36;4.4;1
2020-10-20 00:00;2020-10-20 23:59;37;3.0;1
2020-10-21 00:00;2020-10-21 23:59;39;1.6;1
2020-10-22 00:00;2020-10-22 23:59;39;1.9;1
2020-10-23 00:00;2020-10-23 23:59;38;3.6;1
2020-10-24 00:00;2020-10-24 23:59;41;-0.3;1
2020-10-25 00:00;2020-10-25 23:59;39;-0.3;1
2020-10-26 00:00;2020-10-26 23:59;31;-4.9;1
2020-10-27 00:00;2020-10-27 23:59;31;-3.2;1
2020-10-28 00:00;2020-10-28 23:59;31;-1.3;1
2020-10-29 00:00;2020-10-29 23:59;31;-6.0;1
2020-10-30 00:00;2020-10-30 23:59;34;-4.8;1
2020-10-31 00:00;2020-10-31 23:59;36;-4.1;1
2020-11-01 00:00;2020-11-01 23:59;33;3.0;1
2020-11-02 00:00;2020-11-02 23:59;29;1.7;1
2020-11-03 00:00;2020-11-03 23:59;30;3.4;1
2020-11-04 00:00;2020-11-04 23:59;34;4.0;1
2020-11-05 00:00;2020-11-05 23:59;29;-1.4;1
2020-11-06 00:00;2020-11-06 23:59;30;-2.1;1
2020-11-07 00:00;2020-11-07 23:59;31;4.2;1
2020-11-08 00:00;2020-11-08 23:59;33;6.8;1
2020-11-09 00:00;2020-11-09 23:59;32;3.3;1
2020-11-10 00:00;2020-11-10 23:59;40;1.1;1
2020-11-11 00:00;2020-11-11 23:59;37;3.7;1
2020-11-12 00:00;2020-11-12 23:59;34;4.7;1
2020-11-13 00:00;2020-11-13 23:59;32;4.3;1
2020-11-14 00:00;2020-11-14 23:59;34;0.5;1
2020-11-15 00:00;2020-11-15 23:59;35;0.8;1
2020-11-16 00:00;2020-11-16 23:59;31;-3.9;1
2020-11-17 00:00;2020-11-17 23:59;29;-0.9;1
2020-11-18 00:00;2020-11-18 23:59;33;0.7;1
2020-11-19 00:00;2020-11-19 23:59;35;2.5;1
2020-11-20 00:00;2020-11-20 23:59;36;4.7;1
2020-11-21 00:00;2020-11-21 23:59;47;5.7;1
2020-11-22 00:00;2020-11-22 23:59;35;4.9;1
2020-11-23 00:00;2020-11-23 23:59;39;6.1;1
2020-11-24 00:00;2020-11-24 23:59;41;3.8;1
2020-11-25 00:00;2020-11-25 23:59;42;-1.2;1
2020-11-26 00:00;2020-11-26 23:59;43;-1.5;1
2020-11-27 00:00;2020-11-27 23:59;41;-2.7;1
2020-11-28 00:00;2020-11-28 23:59;52;-0.8;1
2020-11-29 00:00;2020-11-29 23:59;44;-1.5;1
2020-11-30 00:00;2020-11-30 23:59;40;-5.0;1
2020-12-01 00:00;2020-12-01 23:59;40;-2.0;1
2020-12-02 00:00;2020-12-02 23:59;42;-2.6;1
2020-12-03 00:00;2020-12-03 23:59;37;-7.4;1
2020-12-04 00:00;2020-12-04 23:59;36;-7.8;1
2020-12-05 00:00;2020-12-05 23:59;32;-6.0;1
2020-12-06 00:00;2020-12-06 23:59;36;-2.4;1
2020-12-07 00:00;2020-12-07 23:59;34;-2.0;1
2020-12-08 00:00;2020-12-08 23:59;34;-3.8;1
2020-12-09 00:00;2020-12-09 23:59;39;1.6;1
2020-12-10 00:00;2020-12-10 23:59;34;0.6;1
2020-12-11 00:00;2020-12-11 23:59;36;0.7;1
2020-12-12 00:00;2020-12-12 23:59;45;1.0;1
2020-12-13 00:00;2020-12-13 23:59;44;0.9;1
2020-12-14 00:00;2020-12-14 23:59;38;1.0;1
2020-12-15 00:00;2020-12-15 23:59;38;0.9;1
2020-12-16 00:00;2020-12-16 23:59;39;1.4;1
2020-12-17 00:00;2020-12-17 23:59;44;-0.1;1
2020-12-18 00:00;2020-12-18 23:59;43;-2.3;1
2020-12-19 00:00;2020-12-19 23:59;48;-2.7;1
2020-12-20 00:00;2020-12-20 23:59;38;-1.6;1
2020-12-21 00:00;2020-12-21 23:59;36;-0.4;1
2020-12-22 00:00;2020-12-22 23:59;36;-2.1;1
2020-12-23 00:00;2020-12-23 23:59;37;-4.1;1
2020-12-24 00:00;2020-12-24 23:59;35;-5.9;1
2020-12-25 00:00;2020-12-25 23:59;38;-2.7;1
2020-12-26 00:00;2020-12-26 23:59;42;0.3;1
2020-12-27 00:00;2020-12-27 23:59;42;1.7;1
2020-12-28 00:00;2020-12-28 23:59;43;0.5;1
2020-12-29 00:00;2020-12-29 23:59;40;1.3;1
2020-12-30 00:00;2020-12-30 23:59;38;-1.0;1
2020-12-31 00:00;2020-12-31 23:59;35;-5.2;1
2021-01-01 00:00;2021-01-01 23:59;35;-8.8;1
2021-01-02 00:00;2021-01-02 23:59;40;-4.0;1
2021-01-03 00:00;2021-01-03 23:59;50;0.2;1
2021-01-04 00:00;2021-01-04 23:59;56;-0.3;1
2021-01-05 00:00;2021-01-05 23:59;52;-2.6;1
2021-01-06 00:00;2021-01-06 23:59;51;-1.8;1
2021-01-07 00:00;2021-01-07 23:59;49;-1.7;1
2021-01-08 00:00;2021-01-08 23:59;48;-10.2;1
2021-01-09 00:00;2021-01-09 23:59;49;-13.0;1
2021-01-10 00:00;2021-01-10 23:59;45;-16.8;1
2021-01-11 00:00;2021-01-11 23:59;44;-12.2;1
2021-01-12 00:00;2021-01-12 23:59;49;-7.9;1
2021-01-13 00:00;2021-01-13 23:59;68;-7.4;1
2021-01-14 00:00;2021-01-14 23:59;91;-7.2;1
2021-01-15 00:00;2021-01-15 23:59;56;-5.5;1
2021-01-16 00:00;2021-01-16 23:59;53;-6.3;1
2021-01-17 00:00;2021-01-17 23:59;53;-4.9;1
2021-01-18 00:00;2021-01-18 23:59;54;-10.0;1
2021-01-19 00:00;2021-01-19 23:59;56;-19.3;1
2021-01-20 00:00;2021-01-20 23:59;53;-24.3;1
2021-01-21 00:00;2021-01-21 23:59;50;-14.6;1
2021-01-22 00:00;2021-01-22 23:59;52;-11.9;1
2021-01-23 00:00;2021-01-23 23:59;51;-18.1;1
2021-01-24 00:00;2021-01-24 23:59;60;-15.5;1
2021-01-25 00:00;2021-01-25 23:59;54;-14.9;1
2021-01-26 00:00;2021-01-26 23:59;51;-10.1;1
2021-01-27 00:00;2021-01-27 23:59;47;-9.4;1
2021-01-28 00:00;2021-01-28 23:59;49;-9.3;1
2021-01-29 00:00;2021-01-29 23:59;58;-11.5;1
2021-01-30 00:00;2021-01-30 23:59;54;-12.3;1
2021-01-31 00:00;2021-01-31 23:59;49;-12.9;1
2021-02-01 00:00;2021-02-01 23:59;50;-12.0;1
2021-02-02 00:00;2021-02-02 23:59;62;-7.7;1
2021-02-03 00:00;2021-02-03 23:59;53;-9.2;1
2021-02-04 00:00;2021-02-04 23:59;50;-18.9;1
2021-02-05 00:00;2021-02-05 23:59;48;-11.9;1
2021-02-06 00:00;2021-02-06 23:59;45;-9.7;1
2021-02-07 00:00;2021-02-07 23:59;46;-10.4;1
2021-02-08 00:00;2021-02-08 23:59;45;-16.3;1
2021-02-09 00:00;2021-02-09 23:59;53;-11.3;1
2021-02-10 00:00;2021-02-10 23:59;51;;
2021-02-11 00:00;2021-02-11 23:59;48;;
2021-02-12 00:00;2021-02-12 23:59;48;;
2021-02-13 00:00;2021-02-13 23:59;48;;
